file,model,lang_pair,src_lang,tgt_lang,direction,n_segments,mean,median,std,p10,p25,p75,p90
translations_OLMo-1B-0724-hf_cs-en_original.csv,OLMo-1B-0724-hf,cs-en,cs,en,original,100,0.4962462820112705,0.4457205832004547,0.17596375846898724,0.30028533935546875,0.34626659005880356,0.6571286022663116,0.7443693995475769
translations_OLMo-1B-0724-hf_cs-en_reverse.csv,OLMo-1B-0724-hf,cs-en,cs,en,reverse,100,0.44148952573537825,0.434282124042511,0.1467545455446281,0.2704061627388,0.3172989636659622,0.5177956223487854,0.6466521203517914
translations_OLMo-1B-0724-hf_de-en_original.csv,OLMo-1B-0724-hf,de-en,de,en,original,100,0.5720470795035362,0.5874928534030914,0.19208264990964483,0.33291535675525663,0.39793772995471954,0.7439244389533997,0.8169524550437928
translations_OLMo-1B-0724-hf_de-en_reverse.csv,OLMo-1B-0724-hf,de-en,de,en,reverse,100,0.6017097118496895,0.6180276572704315,0.1709271028468309,0.3917185664176941,0.48400865495204926,0.7128482460975647,0.8284420728683471
translations_OLMo-1B-0724-hf_fi-en_original.csv,OLMo-1B-0724-hf,fi-en,fi,en,original,100,0.5916560077667237,0.5772781372070312,0.19272170401274563,0.3609252333641052,0.4183580279350281,0.7551344037055969,0.8496370971202851
translations_OLMo-1B-0724-hf_fi-en_reverse.csv,OLMo-1B-0724-hf,fi-en,fi,en,reverse,100,0.6462189051508903,0.6411705613136292,0.18709920975944588,0.36214801073074343,0.4980791211128235,0.796686053276062,0.9074773252010345
translations_OLMo-1B-0724-hf_fr-de_original.csv,OLMo-1B-0724-hf,fr-de,fr,de,original,100,0.48547702878713606,0.4813738316297531,0.1441452396934882,0.29819669723510744,0.36805255711078644,0.5965461134910583,0.6715494394302368
translations_OLMo-1B-0724-hf_fr-de_reverse.csv,OLMo-1B-0724-hf,fr-de,fr,de,reverse,100,0.4525968137383461,0.4195573329925537,0.1445264633861187,0.2912906616926193,0.34105265885591507,0.5320861041545868,0.6421797335147859
translations_OLMo-1B-0724-hf_gu-en_original.csv,OLMo-1B-0724-hf,gu-en,gu,en,original,95,0.5286646714335994,0.5338632464408875,0.10358493246439436,0.39161189198493956,0.4641330987215042,0.5946681499481201,0.6654551863670349
translations_OLMo-1B-0724-hf_gu-en_reverse.csv,OLMo-1B-0724-hf,gu-en,gu,en,reverse,100,0.41354880288243295,0.41859695315361023,0.10292699994245899,0.28750269412994384,0.3465957045555115,0.4816141948103905,0.542588633298874
translations_OLMo-1B-0724-hf_kk-en_original.csv,OLMo-1B-0724-hf,kk-en,kk,en,original,99,0.4474961446090178,0.4488019347190857,0.12776629687347568,0.2720951855182648,0.34911178052425385,0.5325315296649933,0.5971985220909118
translations_OLMo-1B-0724-hf_kk-en_reverse.csv,OLMo-1B-0724-hf,kk-en,kk,en,reverse,100,0.39671925991773604,0.4066142439842224,0.10053288908044991,0.2620826631784439,0.3334372639656067,0.4547036960721016,0.5248718321323397
translations_OLMo-1B-0724-hf_lt-en_original.csv,OLMo-1B-0724-hf,lt-en,lt,en,original,100,0.49463203132152556,0.478706493973732,0.16173641293360239,0.3092192143201828,0.35515307635068893,0.5861552953720093,0.7427817881107331
translations_OLMo-1B-0724-hf_lt-en_reverse.csv,OLMo-1B-0724-hf,lt-en,lt,en,reverse,100,0.4360328243672848,0.42240186035633087,0.1243410584054855,0.29541735649108886,0.32464322447776794,0.5391182005405426,0.5970807969570161
translations_OLMo-1B-0724-hf_ru-en_original.csv,OLMo-1B-0724-hf,ru-en,ru,en,original,100,0.5403129567205905,0.6008174419403076,0.22345821671901017,0.270018196105957,0.31262264400720596,0.7235929369926453,0.8023368775844574
translations_OLMo-1B-0724-hf_ru-en_reverse.csv,OLMo-1B-0724-hf,ru-en,ru,en,reverse,100,0.4046659034490585,0.38209886848926544,0.16612215424403926,0.18855894654989241,0.3356647938489914,0.43378066271543503,0.6264228761196138
translations_OLMo-1B-0724-hf_zh-en_original.csv,OLMo-1B-0724-hf,zh-en,zh,en,original,100,0.6800794404745102,0.7414210140705109,0.17451019655755617,0.4154416799545288,0.5495119243860245,0.8278749883174896,0.8640231311321258
translations_OLMo-1B-0724-hf_zh-en_reverse.csv,OLMo-1B-0724-hf,zh-en,zh,en,reverse,100,0.5300956204533577,0.52237468957901,0.15904274034884217,0.32454768419265745,0.4290347620844841,0.5969107747077942,0.7667960584163668
translations_Phi-3.5-mini-instruct_cs-en.csv,Phi-3.5-mini-instruct,cs-en,cs,en,unspecified,50,0.4834850624203682,0.44965995848178864,0.14924689721448967,0.3300696223974228,0.37312590330839157,0.5628259032964706,0.715723842382431
translations_Phi-3.5-mini-instruct_cs-en_reverse.csv,Phi-3.5-mini-instruct,cs-en,cs,en,reverse,50,0.3467219963669777,0.3241148889064789,0.09680135619006222,0.25426529049873353,0.282634474337101,0.3780413791537285,0.4574180155992508
